83|117|bytedance/seed-oss-36b-instruct|nvidia-build|nvidia
84|118|databricks/dbrx-instruct|nvidia-build|nvidia
85|119|deepseek-ai/deepseek-coder-6.7b-instruct|nvidia-build|nvidia
86|120|deepseek-ai/deepseek-v4-flash|nvidia-build|nvidia
87|121|deepseek-ai/deepseek-v4-pro|nvidia-build|nvidia
31||glm-4.7|nvidia-build|nvidia
88|122|google/codegemma-1.1-7b|nvidia-build|nvidia
89|123|google/codegemma-7b|nvidia-build|nvidia
90|124|google/deplot|nvidia-build|nvidia
91|125|google/diffusiongemma-26b-a4b-it|nvidia-build|nvidia
92|126|google/gemma-2-2b-it|nvidia-build|nvidia
93|127|google/gemma-2b|nvidia-build|nvidia
94|128|google/gemma-3-12b-it|nvidia-build|nvidia
95|129|google/gemma-3-4b-it|nvidia-build|nvidia
96|130|google/gemma-3n-e2b-it|nvidia-build|nvidia
97|131|google/gemma-3n-e4b-it|nvidia-build|nvidia
98|132|google/gemma-4-31b-it|nvidia-build|nvidia
74|133|google/recurrentgemma-2b|nvidia-build|nvidia
75|134|ibm/granite-3.0-3b-a800m-instruct|nvidia-build|nvidia
186|135|ibm/granite-3.0-8b-instruct|nvidia-build|nvidia
146|136|ibm/granite-34b-code-instruct|nvidia-build|nvidia
99|137|ibm/granite-8b-code-instruct|nvidia-build|nvidia
100|138|meta/codellama-70b|nvidia-build|nvidia
32||meta/llama-3.1-405b-instruct|nvidia-build|nvidia
48|63|meta/llama-3.1-70b-instruct|nvidia-build|nvidia
1|64|meta/llama-3.1-8b-instruct|nvidia-build|nvidia
101|141|meta/llama-3.2-11b-vision-instruct|nvidia-build|nvidia
102|142|meta/llama-3.2-1b-instruct|nvidia-build|nvidia
103|65|meta/llama-3.2-3b-instruct|nvidia-build|nvidia
104|66|meta/llama-3.2-90b-vision-instruct|nvidia-build|nvidia
105|62|meta/llama-3.3-70b-instruct|nvidia-build|nvidia
106|146|meta/llama-4-maverick-17b-128e-instruct|nvidia-build|nvidia
107|147|meta/llama-guard-4-12b|nvidia-build|nvidia
108|148|meta/llama2-70b|nvidia-build|nvidia
109|149|microsoft/kosmos-2|nvidia-build|nvidia
110|150|microsoft/phi-3-vision-128k-instruct|nvidia-build|nvidia
111|151|microsoft/phi-3.5-moe-instruct|nvidia-build|nvidia
112|152|microsoft/phi-4-mini-instruct|nvidia-build|nvidia
113|153|microsoft/phi-4-multimodal-instruct|nvidia-build|nvidia
35||minimax-m2.7|nvidia-build|nvidia
114|69|minimaxai/minimax-m2.7|nvidia-build|nvidia
115|155|mistralai/codestral-22b-instruct-v0.1|nvidia-build|nvidia
116|156|mistralai/ministral-14b-instruct-2512|nvidia-build|nvidia
117|157|mistralai/mistral-7b-instruct-v0.3|nvidia-build|nvidia
118|158|mistralai/mistral-large|nvidia-build|nvidia
119|159|mistralai/mistral-large-2-instruct|nvidia-build|nvidia
187|160|mistralai/mistral-large-3-675b-instruct-2512|nvidia-build|nvidia
120|161|mistralai/mistral-medium-3.5-128b|nvidia-build|nvidia
121|162|mistralai/mistral-nemotron|nvidia-build|nvidia
122|163|mistralai/mistral-small-4-119b-2603|nvidia-build|nvidia
123|164|mistralai/mixtral-8x22b-v0.1|nvidia-build|nvidia
2|165|mistralai/mixtral-8x7b-instruct-v0.1|nvidia-build|nvidia
124|166|moonshotai/kimi-k2.6|nvidia-build|nvidia
125|167|nv-mistralai/mistral-nemo-12b-instruct|nvidia-build|nvidia
126|168|nvidia/ai-synthetic-video-detector|nvidia-build|nvidia
127|169|nvidia/cosmos-reason2-8b|nvidia-build|nvidia
128|170|nvidia/embed-qa-4|nvidia-build|nvidia
129|171|nvidia/gliner-pii|nvidia-build|nvidia
130|172|nvidia/ising-calibration-1-35b-a3b|nvidia-build|nvidia
131|173|nvidia/llama-3.1-nemoguard-8b-content-safety|nvidia-build|nvidia
132|174|nvidia/llama-3.1-nemoguard-8b-topic-control|nvidia-build|nvidia
133|175|nvidia/llama-3.1-nemotron-51b-instruct|nvidia-build|nvidia
134|176|nvidia/llama-3.1-nemotron-70b-instruct|nvidia-build|nvidia
135|177|nvidia/llama-3.1-nemotron-nano-8b-v1|nvidia-build|nvidia
136|178|nvidia/llama-3.1-nemotron-nano-vl-8b-v1|nvidia-build|nvidia
137|179|nvidia/llama-3.1-nemotron-safety-guard-8b-v3|nvidia-build|nvidia
138|180|nvidia/llama-3.1-nemotron-ultra-253b-v1|nvidia-build|nvidia
139|181|nvidia/llama-3.2-nemoretriever-1b-vlm-embed-v1|nvidia-build|nvidia
140|182|nvidia/llama-3.2-nv-embedqa-1b-v1|nvidia-build|nvidia
141|183|nvidia/llama-3.3-nemotron-super-49b-v1|nvidia-build|nvidia
142|184|nvidia/llama-3.3-nemotron-super-49b-v1.5|nvidia-build|nvidia
143|185|nvidia/llama-nemotron-embed-1b-v2|nvidia-build|nvidia
144|186|nvidia/llama-nemotron-embed-vl-1b-v2|nvidia-build|nvidia
145|187|nvidia/llama3-chatqa-1.5-70b|nvidia-build|nvidia
188|188|nvidia/mistral-nemo-minitron-8b-8k-instruct|nvidia-build|nvidia
177|189|nvidia/nemoretriever-parse|nvidia-build|nvidia
189|190|nvidia/nemotron-3-content-safety|nvidia-build|nvidia
178|191|nvidia/nemotron-3-nano-30b-a3b|nvidia-build|nvidia
179|192|nvidia/nemotron-3-nano-omni-30b-a3b-reasoning|nvidia-build|nvidia
180|193|nvidia/nemotron-3-super-120b-a12b|nvidia-build|nvidia
181|194|nvidia/nemotron-3-ultra-550b-a55b|nvidia-build|nvidia
147|195|nvidia/nemotron-3.5-content-safety|nvidia-build|nvidia
3|196|nvidia/nemotron-4-340b-instruct|nvidia-build|nvidia
148|197|nvidia/nemotron-4-340b-reward|nvidia-build|nvidia
149|198|nvidia/nemotron-content-safety-reasoning-4b|nvidia-build|nvidia
150|199|nvidia/nemotron-mini-4b-instruct|nvidia-build|nvidia
151|200|nvidia/nemotron-nano-12b-v2-vl|nvidia-build|nvidia
182|201|nvidia/nemotron-nano-3-30b-a3b|nvidia-build|nvidia
183|202|nvidia/nemotron-parse|nvidia-build|nvidia
184|203|nvidia/neva-22b|nvidia-build|nvidia
185|204|nvidia/nv-embed-v1|nvidia-build|nvidia
152|205|nvidia/nv-embedcode-7b-v1|nvidia-build|nvidia
153|206|nvidia/nv-embedqa-e5-v5|nvidia-build|nvidia
154|207|nvidia/nv-embedqa-mistral-7b-v2|nvidia-build|nvidia
155|208|nvidia/nvclip|nvidia-build|nvidia
156|209|nvidia/nvidia-nemotron-nano-9b-v2|nvidia-build|nvidia
157|210|nvidia/riva-translate-4b-instruct|nvidia-build|nvidia
158|211|nvidia/riva-translate-4b-instruct-v1.1|nvidia-build|nvidia
159|212|nvidia/vila|nvidia-build|nvidia
160|213|openai/gpt-oss-120b|nvidia-build|nvidia
161|214|openai/gpt-oss-20b|nvidia-build|nvidia
162|215|qwen/qwen3-next-80b-a3b-instruct|nvidia-build|nvidia
163|216|qwen/qwen3.5-122b-a10b|nvidia-build|nvidia
164|217|qwen/qwen3.5-397b-a17b|nvidia-build|nvidia
165|218|sarvamai/sarvam-m|nvidia-build|nvidia
166|219|snowflake/arctic-embed-l|nvidia-build|nvidia
167|220|stepfun-ai/step-3.5-flash|nvidia-build|nvidia
168|221|stepfun-ai/step-3.7-flash|nvidia-build|nvidia
169|222|stockmark/stockmark-2-100b-instruct|nvidia-build|nvidia
170|223|upstage/solar-10.7b-instruct|nvidia-build|nvidia
171|224|writer/palmyra-creative-122b|nvidia-build|nvidia
172|225|writer/palmyra-fin-70b-32k|nvidia-build|nvidia
173|226|writer/palmyra-med-70b|nvidia-build|nvidia
174|227|writer/palmyra-med-70b-32k|nvidia-build|nvidia
175|49|z-ai/glm-5.1|nvidia-build|nvidia
176|229|zyphra/zamba2-7b-instruct|nvidia-build|nvidia
69||MiniMax-M2.5|scnet-acrbo3aajx|scnet
70||Qwen3-235B-A22B|scnet-acrbo3aajx|scnet
65||claude-3-5-sonnet-20241022|vapeur-main|vapeur
66||gpt-4-turbo|vapeur-main|vapeur
67||gpt-4o|vapeur-main|vapeur
68||gpt-4o-mini|vapeur-main|vapeur
59||doubao-1-5-lite-32k-250115|hzx-normal|volcano-normal
60||doubao-1-5-pro-32k-250115|hzx-normal|volcano-normal
61||doubao-embedding-vision|hzx-normal|volcano-normal
62||doubao-pro-128k|hzx-normal|volcano-normal
63||doubao-pro-32k|hzx-normal|volcano-normal
64||ep-20241227|hzx-normal|volcano-normal
42||doubao-embedding-vision|demo-tokenplan|volcano-tokenplan
43||doubao-lite-128k|demo-tokenplan|volcano-tokenplan
57||doubao-lite-32k|demo-tokenplan|volcano-tokenplan
58||doubao-pro-128k|demo-tokenplan|volcano-tokenplan
44||doubao-pro-32k|demo-tokenplan|volcano-tokenplan
22|998|mimo-v2-omni|xiaomi-token-plan|xiaomi
33|999|mimo-v2-pro|xiaomi-token-plan|xiaomi
34|1000|mimo-v2-tts|xiaomi-token-plan|xiaomi
36|1001|mimo-v2.5|xiaomi-token-plan|xiaomi
37|1002|mimo-v2.5-asr|xiaomi-token-plan|xiaomi
41|100|mimo-v2.5-pro|xiaomi-token-plan|xiaomi
45|1004|mimo-v2.5-tts|xiaomi-token-plan|xiaomi
46|1005|mimo-v2.5-tts-voiceclone|xiaomi-token-plan|xiaomi
47|1006|mimo-v2.5-tts-voicedesign|xiaomi-token-plan|xiaomi
28||glm-4-air|roocode|zhipu
29||glm-4-flash|roocode|zhipu
30||glm-4-plus|roocode|zhipu
21|53|glm-4.5|roocode|zhipu
53|55|glm-4.5-air|roocode|zhipu
54|1150|glm-4.6|roocode|zhipu
71|51|glm-4.7|roocode|zhipu
72|50|glm-5|roocode|zhipu
73|1153|glm-5-turbo|roocode|zhipu
55|49|glm-5.1|roocode|zhipu
